name,developer,status,status_group,category,capacity_mw,capacity_label,landscape_weight,location,latitude,longitude,precision,nearest_nuclear_name,nearest_nuclear_state,nearest_nuclear_distance_mi,nearest_nuclear_capacity_mw,source,source_url,notes
AWS IAD-133 Thomasson Barn Road,,Operating,Operating,Publicly tracked data-center facility,48.7,49 MW,4.0,"Prince William, VA",38.74405917,-77.52985457,Public tracker coordinates,North Anna,VA,49.3,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS DCA-060 Stevensburg Building 1,,Operating,Operating,Publicly tracked data-center facility,48.2,48 MW,4.0,"Culpeper, VA",38.437701,-77.875011,Public tracker coordinates,North Anna,VA,26.5,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Prineville - Building 3,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Crook, OR",44.293727,-120.88157,Public tracker coordinates,Columbia Generating Station,WA,168.1,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Mesa - Building 1,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Maricopa, AZ",33.347187,-111.633063,Public tracker coordinates,Palo Verde,AZ,71.0,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta DeKalb - Building 5,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"DeKalb, IL",41.889211,-88.731739,Public tracker coordinates,Byron Generating Station,IL,31.0,2449.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta DeKalb - Building 4,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"DeKalb, IL",41.889235,-88.730154,Public tracker coordinates,Byron Generating Station,IL,31.1,2449.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta DeKalb - Building 3,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"DeKalb, IL",41.890261,-88.726256,Public tracker coordinates,Byron Generating Station,IL,31.2,2449.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta DeKalb - Building 2,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"DeKalb, IL",41.888609,-88.722675,Public tracker coordinates,Byron Generating Station,IL,31.5,2449.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta DeKalb - Building 1,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"DeKalb, IL",41.888515,-88.720996,Public tracker coordinates,Byron Generating Station,IL,31.5,2449.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Mesa - Building 5,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Maricopa, AZ",33.347169,-111.625968,Public tracker coordinates,Palo Verde,AZ,71.4,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Kansas City - Building 1,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Clay, MO",39.322469,-94.598923,Public tracker coordinates,Cooper Nuclear Station,NE,90.7,801.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Kansas City - Building 2,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Clay, MO",39.322518,-94.597243,Public tracker coordinates,Cooper Nuclear Station,NE,90.7,801.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Kansas City - Building 3,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Clay, MO",39.322518,-94.594993,Public tracker coordinates,Cooper Nuclear Station,NE,90.8,801.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Eagle Mountain - Building 5,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Utah, UT",40.273196,-112.015116,Public tracker coordinates,Palo Verde,AZ,478.0,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Eagle Mountain - Building 4,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Utah, UT",40.271541,-112.015116,Public tracker coordinates,Palo Verde,AZ,477.9,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Eagle Mountain - Building 3,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Utah, UT",40.268209,-112.015088,Public tracker coordinates,Palo Verde,AZ,477.7,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Eagle Mountain - Building 2,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Utah, UT",40.266447,-112.015201,Public tracker coordinates,Palo Verde,AZ,477.5,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Eagle Mountain - Building 1,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Utah, UT",40.264792,-112.015144,Public tracker coordinates,Palo Verde,AZ,477.4,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Stanton Springs - Building 8,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Newton, GA",33.600184,-83.675208,Public tracker coordinates,Oconee,SC,93.7,2666.7,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Stanton Springs - Building 7,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Newton, GA",33.596895,-83.672193,Public tracker coordinates,Oconee,SC,93.8,2666.7,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Lithia Springs Campus Data Center: ATL5,,Planned,Planned,Publicly tracked data-center facility,48.0,48 MW,4.0,"Fulton, GA",33.74736724,-84.54028465,Public tracker coordinates,Sequoyah,TN,106.9,2441.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Prime Data Centers: DFW04-02.01,,Planned,Planned,Publicly tracked data-center facility,48.0,48 MW,4.0,"Tarrant, TX",32.67947438,-97.49667555,Public tracker coordinates,Comanche Peak,TX,31.3,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stack Infrastructure SVY02A,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Santa Clara, CA",37.36150421,-121.9534367,Public tracker coordinates,Diablo Canyon,CA,160.6,2323.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
CyrusOne HOU4,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Harris, TX",29.84402474,-95.55768501,Public tracker coordinates,South Texas Project,TX,78.3,2708.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Fort Worth - Building 4,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Tarrant, TX",32.988052,-97.256382,Public tracker coordinates,Comanche Peak,TX,56.7,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Aligned Salt Lake SLC 02,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Salt Lake, UT",40.58371543,-111.968525,Public tracker coordinates,Palo Verde,AZ,499.6,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Iron Mountain AZP-2,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Maricopa, AZ",33.45195599,-111.9776687,Public tracker coordinates,Palo Verde,AZ,51.2,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Gallatin - Building 2,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Sumner, TN",36.411766,-86.368907,Public tracker coordinates,Watts Bar Nuclear Plant,TN,104.5,2539.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Stanton Springs - Building 6,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Newton, GA",33.598027,-83.671343,Public tracker coordinates,Oconee,SC,93.7,2666.7,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Stanton Springs - Building 5,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Newton, GA",33.60085,-83.697406,Public tracker coordinates,Oconee,SC,94.2,2666.7,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Stanton Springs - Building 4,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Newton, GA",33.599371,-83.696043,Public tracker coordinates,Oconee,SC,94.3,2666.7,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Gallatin - Building 1,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Sumner, TN",36.412021,-86.370555,Public tracker coordinates,Watts Bar Nuclear Plant,TN,104.6,2539.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Gallatin - Building 3,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Sumner, TN",36.41146,-86.366784,Public tracker coordinates,Watts Bar Nuclear Plant,TN,104.4,2539.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Stanton Springs - Building 3,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Newton, GA",33.598052,-83.695092,Public tracker coordinates,Oconee,SC,94.3,2666.7,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Stanton Springs - Building 2,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Newton, GA",33.600533,-83.705899,Public tracker coordinates,Oconee,SC,94.5,2666.7,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Stanton Springs - Building 1,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Newton, GA",33.602196,-83.704853,Public tracker coordinates,Oconee,SC,94.4,2666.7,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Huntsville - Building 3,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Madison, AL",34.8430213,-86.6288448,Public tracker coordinates,Browns Ferry,AL,29.4,3854.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Huntsville - Building 2,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Madison, AL",34.8412527,-86.6288368,Public tracker coordinates,Browns Ferry,AL,29.4,3854.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Huntsville - Building 1,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Madison, AL",34.8396986,-86.6288368,Public tracker coordinates,Browns Ferry,AL,29.3,3854.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Altoona - Building 5,,Operating,Operating,Publicly tracked data-center facility,48.0,48 MW,4.0,"Polk, IA",41.668606,-93.516496,Public tracker coordinates,Cooper Nuclear Station,NE,142.8,801.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
